topic_id,term_rank,term,weight
6,9,portfolio,0.04115377445231393
6,10,growth dividend,0.039593272319541815
7,1,etf,0.11659714972899891
7,2,etfs,0.08273876919706451
7,3,investment management,0.026325499042265783
7,4,spdr,0.023793308479869515
7,5,mutual funds,0.022944207542508192
7,6,management,0.02288971803889047
7,7,investment,0.022751104853447304
7,8,managed,0.02222720186641522
7,9,mutual,0.0205721649528015
7,10,actively managed,0.019632739941812798
8,1,price target,0.1395247888241779
8,2,target,0.12582480688537417
8,3,price,0.10459613979659209
8,4,raises price,0.06925688331391842
8,5,maintains,0.056220150394499915
8,6,raises,0.0561135687471786
8,7,increased,0.050996085972347005
8,8,receipt price,0.04899414694484228
8,9,target increased,0.044680407914537486
8,10,receipt,0.040431579190347816
9,1,loan,0.06199325494697278
9,2,debt,0.043280692183638295
9,3,billion,0.03984945975700239
9,4,million,0.03724123647288468
9,5,financing,0.036468855634770585
9,6,billion loan,0.030679293191022954
9,7,bloomberg,0.03011182963525237
9,8,deal,0.027080346029366948
9,9,secures,0.0262492215463161
9,10,tied,0.025566077659185796
10,1,update financial,0.20622105017160622
10,2,sector update,0.20622105017160622
10,3,financial stocks,0.19502903516835618
10,4,afternoon,0.17895076458417744
10,5,update,0.17737686761967833
10,6,sector,0.1710362596488138
10,7,afternoon sector,0.15674337762524598
10,8,financial,0.11250788724978851
10,9,stocks,0.09526470851185499
10,10,late afternoon,0.07087260381558838
11,1,earnings transcript,0.20968986274227372
11,2,transcript,0.16863880968877948
11,3,2025 earnings,0.15900230627799206
11,4,earnings,0.1085805664839911
11,5,2025,0.09177634569989719
11,6,q3 2025,0.06828196201535947
11,7,q4 2025,0.06812836209413833
11,8,anonyme,0.06009608460527288
11,9,société,0.06009608460527288
11,10,société anonyme,0.06009608460527288
12,1,private credit,0.14570261412894014
12,2,credit,0.13727495061074377
12,3,private,0.11926776846072042
12,4,redemptions,0.0362941561754805
12,5,credit fund,0.0362941561754805
12,6,owl,0.03390522745359833
12,7,blue owl,0.03390522745359833
12,8,blue,0.03212539439635581
12,9,caps,0.027124181962878663
12,10,credit funds,0.02395812184601762
13,1,euro,0.16057452520952917
13,2,comments euro,0.1257479201078007
13,3,comments,0.1243157614525387
13,4,poland zloty,0.07728709828285127
13,5,zloty,0.07728709828285127
13,6,poland,0.07574295911604732
13,7,forint,0.07180055934836205
13,8,koruna,0.07180055934836205
13,9,republic koruna,0.07180055934836205
13,10,hungary,0.07180055934836205
14,1,estimate,0.13748268664785535
14,2,eps,0.09575937653843246
14,3,sales,0.09445557496911655
14,4,estimate sales,0.08812366099003385
14,5,beats,0.06958904644019924
14,6,adj,0.057030997644711395
14,7,beat,0.051615096186399034
14,8,adj eps,0.051568634155024266
14,9,yoy,0.04708513470248107
14,10,16,0.04039485659344468
15,1,valuation,0.05697941726009138
15,2,downgrades,0.05443630508598439
15,3,rating,0.05044536898188027
15,4,neutral,0.04792140777088393
15,5,valuation rating,0.047389836566710676
15,6,downgrade,0.04617868356608962
15,7,rating downgrade,0.042415667096313614
15,8,cibc,0.04018908399651492
15,9,downgrades neutral,0.03746471402766514
15,10,solid,0.027218152542992195
16,1,stocks,0.09990103192010175
16,2,stocks watch,0.06379386352242579
16,3,watch,0.05332992188886913
16,4,finance stocks,0.041853870181130653
16,5,financials stock,0.03696849264981527
16,6,watch week,0.03507161745913853
16,7,profitable,0.03507161745913853
16,8,delta,0.03240299508900578
16,9,large cap,0.03240299508900578
16,10,financial stocks,0.03098798007321025
17,1,shifting,0.12088376261107614
17,2,narrative,0.10149141725797994
17,3,targets,0.0911841177744002
17,4,analyst,0.08527411634153638
17,5,story,0.0750140568383817
17,6,narrative shifting,0.06879542295844758
17,7,story shifting,0.06635366422017575
17,8,analysts,0.05609224242477838
17,9,shifting new,0.05545989372862683
17,10,analyst targets,0.04606287319600556
18,1,stablecoin,0.05622958606202681
18,2,swift,0.04779782317324081
18,3,blockchain,0.04528870725993825
18,4,banks,0.042320767913699334
18,5,stablecoins,0.03289312442648654
18,6,major,0.030364469761393204
18,7,banks explore,0.02814575995019549
18,8,banking,0.02574859043734553
18,9,openbank,0.02558280521007819
18,10,human,0.02558280521007819
19,1,china,0.12431745030160407
19,2,stimulus,0.047358138523134016
19,3,trade,0.04640118813292529
19,4,chinese,0.031751949926237186
19,5,beijing,0.027921691931440694
19,6,trade tensions,0.026751791036900743
19,7,china trade,0.025797112083162772
19,8,tensions,0.02313012746670433
19,9,tariffs,0.023067811471701474
19,10,aid economy,0.02104201056338994
20,1,lawsuit,0.07416241276901338
20,2,fined,0.05859703303520806
20,3,compliance,0.050637954424472796
20,4,epstein,0.04730489818376293
20,5,million,0.04240457695116118
20,6,cftc,0.04228194999065803
20,7,scandal,0.0390646886901387
20,8,claims,0.03678776100747847
20,9,faces,0.03427502598499156
20,10,fake accounts,0.03342660113845572
21,1,rally,0.11007513456056581
21,2,does,0.04068478642167576
21,3,room,0.03880140687315098
21,4,500,0.03778053467117474
21,5,2025 rally,0.03525626772708698
21,6,strong 2025,0.03525626772708698
21,7,wall street,0.032428770280687934
21,8,wall,0.032428770280687934
21,9,street,0.03208102187984319
21,10,bullish bearish,0.032045829684203206
22,1,presentation,0.16581334431402112
22,2,results earnings,0.16581334431402112
22,3,earnings presentation,0.16581334431402112
22,4,results,0.12329360305182634
22,5,earnings,0.08726843555300272
22,6,2025 q4,0.0766683752659431
22,7,q4 results,0.07151609157952989
22,8,q4,0.06768739430783066
22,9,q2 results,0.06138218865526938
22,10,2025 q3,0.05995919147405358
23,1,mortgage,0.13857622150472876
23,2,lenders,0.09004463920673124
23,3,rates,0.08711340195730814
23,4,mortgage rates,0.07728522223612788
23,5,rate,0.05460286191247057
23,6,bank england,0.05098260052745429
23,7,england,0.05027542048311586
23,8,halifax,0.048507868387496884
23,9,mortgages,0.04677679023365079
23,10,hold,0.04311487559254394
24,1,share buyback,0.11336897777810977
24,2,programme,0.10607960055488105
24,3,buyback,0.10563850887241964
24,4,share,0.10248146712312899
24,5,transactions,0.08132831233298769
24,6,buyback programme,0.0741676791337896
24,7,programme declaration,0.05906863893488779
24,8,declaration transactions,0.05906863893488779
24,9,transactions shares,0.05906863893488779
24,10,share buy,0.05906863893488779
25,1,overall market,0.04491118497113753
25,2,overall,0.04491118497113753
25,3,trading,0.04450480973195459
25,4,shares,0.04437029238323218
25,5,shares banking,0.041456478434896187
25,6,amid overall,0.03951666698813567
25,7,president trump,0.038727153154732144
25,8,president,0.038250663587603484
25,9,trading lower,0.038085375891295
25,10,trading higher,0.035866617526795604
26,1,earnings scheduled,0.28562074046790425
26,2,scheduled,0.2820847952926454
26,3,2026 earnings,0.12277693117645834
26,4,2025 earnings,0.10983464482332403
26,5,earnings,0.1080423728459044
26,6,scheduled february,0.09431083705078391
26,7,2026,0.09056199421038258
26,8,february,0.08496197581261368
26,9,29,0.06851549540798035
26,10,2025,0.06258392690277996
27,1,partnership,0.0483187558004082
27,2,strategic,0.042439666435821505
27,3,partners,0.039177886812352535
27,4,expand,0.03318770000360848
27,5,team,0.0322125038669388
27,6,group,0.030823007230062517
27,7,rewards,0.030063112883803676
27,8,expand global,0.02531269346843314
27,9,global strategic,0.02531269346843314
27,10,canadian tire,0.02531269346843314
28,1,earnings,0.11141499894240853
28,2,profit rises,0.05710784093991622
28,3,preview,0.05710784093991622
28,4,industry solid,0.04808395184967419
28,5,tjx,0.04808395184967419
28,6,earnings estimate,0.04808395184967419
28,7,solid earnings,0.04808395184967419
28,8,strong industry,0.04808395184967419
28,9,preview bank,0.04808395184967419
28,10,rises net,0.04808395184967419
29,1,better value,0.24030151675840417
29,2,value,0.2052321265040474
29,3,better,0.18715628322303315
29,4,value stock,0.1638587769254884
29,5,stock right,0.15616382666905848
29,6,vs,0.14097811147413614
29,7,right,0.13796712094739796
29,8,stock,0.1259909732657733
29,9,stock better,0.11171601207438156
29,10,value option,0.11171601207438156
30,1,stab,0.2656960477610913
30,2,notice,0.2558554533995694
30,3,stabilization notice,0.18095426053840705
30,4,stabilization,0.1782157791381762
30,5,primary new,0.13608765720698018
30,6,new issues,0.13608765720698018
30,7,primary,0.13336872628214672
30,8,pre,0.12646462031830924
30,9,stab notice,0.1264269215038882
30,10,pre stab,0.1264269215038882
31,1,european equities,0.17905159439770663
31,2,equities traded,0.15130945727454154
31,3,trading european,0.1508869988948119
31,4,equities,0.14844219281337268
31,5,depositary receipts,0.14720335319283168
31,6,traded american,0.14720335319283168
31,7,receipts,0.14720335319283168
31,8,american depositary,0.14720335319283168
31,9,american,0.14124628201482045
31,10,traded,0.13929242510928547
32,1,sabadell,0.14544408141059445
32,2,tsb,0.13057172141417653
32,3,takeover,0.08143801905783564
32,4,bbva,0.07133356384040522
32,5,sale,0.04579316917182895
32,6,takeover bid,0.045384084472537445
32,7,spain,0.03853618534969957
32,8,leasing,0.03853618534969957
32,9,bid,0.033564018787060265
32,10,bbva takeover,0.032446894337585026
33,1,enxtpa,0.10838214181119936
33,2,enxtpa gle,0.09423180808034436
33,3,gle,0.09423180808034436
33,4,valuation,0.08104948135325649
33,5,share price,0.08037277316565432
33,6,enxtam,0.07503081373812362
33,7,enxtam inga,0.07503081373812362
33,8,share,0.07183041430706621
33,9,inga,0.0717198783588099
33,10,assessing,0.058953841393278306
34,1,years,0.21938887268018997
34,2,invested,0.2014360760942904
34,3,years ago,0.2014360760942904
34,4,ago,0.1985213593363134
34,5,today,0.1371748042980219
34,6,ago worth,0.13166179553581395
34,7,1000,0.13166179553581395
34,8,worth today,0.13166179553581395
34,9,stock years,0.13166179553581395
34,10,1000 invested,0.1080770540263561
35,1,recommendation,0.2256429901642519
35,2,plc depositary,0.16686366449053752
35,3,receipt,0.14405833574888355
35,4,depositary receipt,0.14405833574888355
35,5,buy recommendation,0.14282746017489356
35,6,reiterates,0.14282746017489356
35,7,plc,0.11058873943040112
35,8,depositary,0.1044472744844942
35,9,reiterates plc,0.10373538357116338
35,10,maintains,0.09365295118720328
36,1,canadian dollar,0.08539200342939018
36,2,dollar,0.0799075582100248
36,3,canadian,0.0693037684739974
36,4,canada,0.04620251231599826
36,5,dollar says,0.04074629481840952
36,6,australian dollar,0.037035934549869885
36,7,sees,0.033715435293186526
36,8,australian,0.03278197180007695
36,9,trade,0.032119557235565074
36,10,says,0.0321180509297672
37,1,valuation,0.12485195840814142
37,2,recent,0.11510282613600795
37,3,share price,0.11373889768559244
37,4,recent share,0.1006821892088301
37,5,assessing,0.09832593361081489
37,6,assessing valuation,0.09719988917465519
37,7,share,0.08601174640055463
37,8,valuation recent,0.07668806769303552
37,9,price,0.0728610880936013
37,10,following recent,0.04918712912999924
38,1,profit,0.08084212029548925
38,2,2028,0.05581200294798334
38,3,profit rises,0.05406787982524387
38,4,profitability,0.050041986800588446
38,5,rises ceo,0.04552434985007177
38,6,calls pressure,0.04552434985007177
38,7,ceo calls,0.04552434985007177
38,8,counterproductive,0.042450512472411446
38,9,fed counterproductive,0.042450512472411446
38,10,pressure fed,0.04027235160707162
39,1,estimates,0.07155191884367904
39,2,earnings,0.065399186083592
39,3,q3,0.05604242866333904
39,4,q3 earnings,0.05264354740536346
39,5,revenue,0.04958801492252634
39,6,q1,0.048272472700243534
39,7,q4 earnings,0.0471306254644337
39,8,q1 earnings,0.04693020592092125
39,9,revenues beat,0.03951453468834613
39,10,corporation says,0.03951453468834613
40,1,gold,0.16616793220049234
40,2,gold rises,0.052497577336571524
40,3,silver,0.04601428456213046
40,4,gold price,0.03753261445319397
40,5,data,0.03543736036574058
40,6,metals,0.03499838489104768
40,7,rises,0.03146389063345388
40,8,tariff,0.03029433040962895
40,9,fed,0.02606340546488965
40,10,run,0.023881683901351182
41,1,nvidia,0.181256889569762
41,2,nvidia stock,0.06168903383990485
41,3,ai,0.057188036208908714
41,4,gtc,0.05090190629290673
41,5,gtc 2026,0.03639180550324886
41,6,nvidia gtc,0.03639180550324886
41,7,nvidia meta,0.03639180550324886
41,8,nvidia shares,0.03639180550324886
41,9,trades nvidia,0.03639180550324886
41,10,stories nvidia,0.03639180550324886
42,1,voting,0.26542143650228905
42,2,shares voting,0.25926988425366837
42,3,voting rights,0.25926988425366837
42,4,rights,0.2504383251566747
42,5,2025 shares,0.16028819123715615
42,6,shares,0.12365733659361558
42,7,rights 31,0.12255852737517328
42,8,31,0.10596652599480484
42,9,rights 30,0.10233457461507088
42,10,30,0.07161793415359516
43,1,dubai,0.08778413552477811
43,2,iran,0.08342864105595979
43,3,dubai offices,0.057947152838637765
43,4,amid iran,0.05267048131486685
43,5,offices,0.05267048131486685
43,6,middle east,0.04941376995060004
43,7,east,0.04941376995060004
43,8,middle,0.04829353991674559
43,9,war,0.04418896373382836
43,10,evacuate,0.04142873360058434
44,1,shares trading,0.18238765093008444
44,2,reported,0.15192172672006773
44,3,higher reported,0.149912435081975
44,4,reported better,0.12831800390315834
44,5,better expected,0.11587156368302391
44,6,trading higher,0.10690854589336242
44,7,trading,0.0989726556874283
44,8,shares,0.09867350736347694
44,9,expected,0.09495107920004232
44,10,financial results,0.09349282428263618
45,1,rise,0.11157102564099183
45,2,nii,0.10709178054192872
45,3,earnings rise,0.09225314606058498
45,4,revenues,0.08700542652995524
45,5,fee,0.08562426600930989
45,6,expenses,0.08165691157473713
45,7,rise expenses,0.0770300252557079
45,8,earnings,0.07686187978987977
45,9,q2 earnings,0.07506135110560748
45,10,q3 earnings,0.07250452210829603
46,1,asian equities,0.18547668446308285
46,2,asian,0.16806380937701354
46,3,trading asian,0.15688510648113663
46,4,equities traded,0.1447307852191267
46,5,american depositary,0.13668882796477227
46,6,receipts,0.13668882796477227
46,7,traded american,0.13668882796477227
46,8,depositary receipts,0.13668882796477227
46,9,equities,0.13607201007892497
46,10,traded,0.13323623271322957
47,1,44,0.06246194372476433
47,2,natwest,0.05882128169600015
47,3,branches,0.05733357621204947
47,4,argentina,0.050948527704548406
47,5,argentine,0.050948527704548406
47,6,shut,0.050948527704548406
47,7,shut 44,0.050948527704548406
47,8,milei,0.050948527704548406
47,9,closures,0.050948527704548406
47,10,44 branches,0.04750844587337962
48,1,competitors,0.24486215883547569
48,2,compared,0.21386333983859726
48,3,corp stock,0.19503352661107634
48,4,compared competitors,0.19503352661107634
48,5,stock underperforms,0.19503352661107634
48,6,underperforms,0.19503352661107634
48,7,corp,0.15899649229127494
48,8,competitors corp,0.13423076807757073
48,9,stock,0.11879148907915767
48,10,outperforms competitors,0.08860702206543024
49,1,peers year,0.07675093096130317
49,2,stock outpacing,0.07675093096130317
49,3,outpacing,0.07353511642510398
49,4,peers,0.06677778356792288
49,5,year,0.06427923040485295
49,6,strong run,0.057840115993086354
49,7,bgsf,0.057840115993086354
49,8,run,0.055204762061819034
49,9,stock,0.0506155040424237
49,10,surge,0.04801410359778719
50,1,canada,0.07409399550341528
50,2,canadians,0.07336144107332643
50,3,canadian,0.042339426001951584
50,4,manufacturing sales,0.04004315722598286
50,5,august,0.03937570761297696
50,6,survey canada,0.037339413980749865
50,7,transportation,0.037339413980749865
50,8,manufacturing,0.037339413980749865
50,9,sales,0.03661171907797828
50,10,poll,0.03393928450389414
51,1,tickers,0.14075236080721945
51,2,trending tickers,0.14075236080721945
51,3,trending,0.13535653478060367
51,4,broader market,0.0503570171167943
51,5,market,0.04741237315738481
51,6,broader,0.044322456053615705
51,7,know,0.03856621318311258
51,8,beats stock,0.03649367275767394
51,9,apple amazon,0.03649367275767394
51,10,asml,0.03649367275767394
52,1,trump,0.10305209401493669
52,2,tariff,0.10111695038071965
52,3,tariffs,0.07357390542263531
52,4,trump tariff,0.07124413770847424
52,5,trump tariffs,0.04388208303533518
52,6,trade,0.03551875701475492
52,7,50,0.03519682085584487
52,8,economy,0.03281314507190529
52,9,key,0.03240692288435687
52,10,50 duties,0.02994772248723916
53,1,stocks buy,0.1689641403304567
53,2,buy stocks,0.16042138552261878
53,3,new strong,0.16042138552261878
53,4,buy,0.1490328544745209
53,5,strong buy,0.14383653036671873
53,6,best,0.1371762519053348
53,7,best momentum,0.11575550243344084
53,8,momentum stocks,0.11575550243344084
53,9,stocks,0.1124072713855094
53,10,oct,0.11090542149359943
54,1,contender challenger,0.2643786504458589
54,2,challenger highlights,0.2643786504458589
54,3,champion contender,0.2643786504458589
54,4,contender,0.2643786504458589
54,5,challenger,0.2643786504458589
54,6,dividend champion,0.2643786504458589
54,7,highlights week,0.2643786504458589
54,8,champion,0.2597121254964329
54,9,highlights,0.1976413874592744
54,10,week,0.17422815079214954
55,1,best savings,0.08406054343380823
55,2,savings,0.0696351456537289
55,3,account deals,0.06334869846861839
55,4,bond investors,0.06334869846861839
55,5,savings account,0.06334869846861839
55,6,borrowing,0.06334869846861839
55,7,trillion,0.06046235844865894
55,8,deals,0.059623684609228095
55,9,account,0.05015820950278355
55,10,best,0.0498080438465799
56,1,dividend stock,0.2966094086248474
56,2,dividend,0.24188071145843298
56,3,stock portfolio,0.14846711195406753
56,4,great dividend,0.13840270388732492
56,5,stock right,0.12777040363832057
56,6,stock,0.12370022829730469
56,7,right,0.11288218986605286
56,8,right buy,0.09894961992205682
56,9,groep dividend,0.09894961992205682
56,10,sa dividend,0.09894961992205682
57,1,sterling,0.13798624152421363
57,2,england rate,0.09673368975536828
57,3,bank england,0.09328478160650236
57,4,england,0.09199082768280907
57,5,rate,0.07770693001420982
57,6,says,0.069273860285253
57,7,cuts says,0.06835398845047476
57,8,cut prospects,0.06835398845047476
57,9,rate cuts,0.06407258000696658
57,10,political risks,0.06212966979590417
58,1,dow,0.10323919718873689
58,2,market today,0.09349282428263618
58,3,live coverage,0.0931971858750452
58,4,today dow,0.0931971858750452
58,5,live,0.08720990056503784
58,6,stock market,0.08029715336901759
58,7,coverage,0.08013670652797387
58,8,coverage stock,0.06724843474704659
58,9,today,0.062389133214063294
58,10,report,0.052455173128145315
59,1,chinese,0.11593706636168315
59,2,chinese banks,0.10853311301245291
59,3,pboc,0.07849495601775197
59,4,fixing,0.06402622465544852
59,5,pboc moves,0.06402622465544852
59,6,tariffs chinese,0.056639724452726393
59,7,banks,0.05610707867346502
59,8,yuan,0.05232997067850131
59,9,dollar,0.0405290083393503
59,10,moves,0.040174247383757966
60,1,pre bell,0.14935388449274464
60,2,bell,0.14935388449274464
60,3,equity futures,0.13805744018536864
60,4,traded funds,0.12426837298161546
60,5,futures,0.11413119347612026
60,6,exchange traded,0.11254917240577286
60,7,funds equity,0.10995173614471623
60,8,pre,0.10957109425831037
60,9,exchange,0.10133102236110254
60,10,equity,0.08703402233253227
61,1,treasury yields,0.21011135142037624
61,2,treasury,0.19256135134302313
61,3,yields,0.18364253994657204
61,4,seen,0.07114920577027783
61,5,yields decline,0.07001698251794664
61,6,yields rise,0.0652893846797907
61,7,yields fall,0.0652893846797907
61,8,ahead,0.050255771988323435
61,9,rise,0.04893466036885606
61,10,fed,0.048621206685963723
62,1,cramer,0.2629537777584976
62,2,jim cramer,0.2629537777584976
62,3,jim,0.25831240311502146
62,4,cramer banco,0.10119390260503028
62,5,things,0.0905723082422875
62,6,doing,0.07111136802703319
62,7,10 things,0.07111136802703319
62,8,things watch,0.07111136802703319
62,9,cramer 10,0.07111136802703319
62,10,watch stock,0.07111136802703319
63,1,fed,0.15482730620670013
63,2,cut,0.11440691350211289
63,3,cut rates,0.08875666317871371
63,4,rate,0.07976898541961482
63,5,fed rate,0.07944051616781642
63,6,fed cut,0.06688773190261942
63,7,september,0.06384014383685217
63,8,december,0.05847835070924361
63,9,rates,0.05090537343427057
63,10,cuts,0.04834263784798139
64,1,momentum stock,0.1826142840113765
64,2,buy stock,0.16871904339447835
64,3,stock,0.15483856162731588
64,4,stock buy,0.1480326553317308
64,5,stock makes,0.13761958632837787
64,6,great momentum,0.13761958632837787
64,7,buy,0.13434981462481438
64,8,great,0.13327774862273092
64,9,momentum,0.119007165594373
64,10,makes,0.11247936226298558
65,1,zacks,0.19607093898666716
65,2,analyst blog,0.1502358648604232
65,3,blog highlights,0.1502358648604232
65,4,blog,0.1502358648604232
65,5,zacks analyst,0.1502358648604232
65,6,highlights,0.13132962898275843
65,7,final trades,0.09803546949333358
65,8,final,0.087837751293796
65,9,trades,0.086287334657571
65,10,highlights financial,0.08491421284091401
66,1,hires,0.17949453525253964
66,2,americas hires,0.13157302450509112
66,3,americas,0.12187719023064295
66,4,director,0.11776275274566574
66,5,senior,0.10452613894953112
66,6,analyst covering,0.10401693894637463
66,7,covering,0.10401693894637463
66,8,director senior,0.10401693894637463
66,9,managing director,0.10401693894637463
66,10,research analyst,0.10401693894637463
67,1,shifting,0.1265062631976378
67,2,investment,0.07521973813949825
67,3,investment narrative,0.06962992459861306
67,4,narrative,0.06903776639060263
67,5,story,0.06803600503946249
67,6,investment story,0.05823708729273442
67,7,narrative shifting,0.056723498845231625
67,8,story shifting,0.05471020939929924
67,9,expectations,0.05239590519195312
67,10,000 model,0.051770093912049085
68,1,warsh,0.1997082554465254
68,2,powell,0.17522232671919152
68,3,kevin warsh,0.14410378874367125
68,4,kevin,0.14410378874367125
68,5,fed,0.13197184671904438
68,6,tillis,0.1139233140841246
68,7,fed chair,0.09165571707368453
68,8,chair,0.08425253695527371
68,9,confirmation,0.08144832660250935
68,10,blockade,0.08144832660250935
69,1,polish,0.13566639126556615
69,2,stake polish,0.11327944890545279
69,3,stake,0.11322380233972626
69,4,sells,0.08495958667908961
69,5,erste group,0.06402622465544852
69,6,473,0.06402622465544852
69,7,lng canada,0.06402622465544852
69,8,erste,0.06402622465544852
69,9,473 million,0.06402622465544852
69,10,sells stake,0.06402622465544852
70,1,card,0.2515041692344705
70,2,credit card,0.1469752185430402
70,3,deals week,0.12981959046795594
70,4,card deals,0.12981959046795594
70,5,july best,0.09281320938425484
70,6,credit,0.08855222450803792
70,7,deals,0.08735563093910163
70,8,make,0.07585817454945538
70,9,best,0.07297457586824498
70,10,cards,0.07143669870056867
