topic,word,weight
8,report,0.03453112273891639
8,surges,0.030770999055253302
8,tsmc,0.030280291196312273
8,miss,0.02255165327352221
8,profit,0.019535878531914234
8,estimate,0.018663735962035563
9,gold,0.20232503965669624
9,silver,0.04418099742905391
9,prices,0.042318093864059346
9,metals,0.040932140980907146
9,haven,0.035060601473129595
9,000,0.03008439296466832
9,precious,0.029238422924250506
9,rate,0.026988021375847587
9,rises,0.024613170714502
9,fed,0.023344689085736697
10,mortgage,0.14003630023338245
10,lenders,0.09223377180234381
10,rates,0.08060351326741753
10,england,0.05498562021170103
10,mortgages,0.04950248067625632
10,halifax,0.04301617977314878
10,nationwide,0.03819716100159471
10,rate,0.03403315021175199
10,buyers,0.03381481012202203
10,uk,0.03237626130198757
11,appoints,0.08178391294704442
11,board,0.08009172317343582
11,advisor,0.07045866481611385
11,directors,0.059604999584947554
11,team,0.058964037684958656
11,director,0.05528640101433522
11,hires,0.049679995989707904
11,head,0.04110766148001232
11,americas,0.04037950986135396
11,forbes,0.04012159812075903
12,stocks,0.07639046944633766
12,profitable,0.06075207648089295
12,financials,0.05352564541465253
12,heavy,0.04216863916010997
12,risky,0.038645532373367424
12,unpopular,0.03220427266247867
12,concern,0.0320694036772734
12,cap,0.03196170875626357
12,large,0.03134951051821596
12,short,0.03129777073866564
13,yen,0.142146682179365
13,japan,0.13086619337657387
13,election,0.07164330517950608
13,boj,0.06209086448890529
13,ufg,0.05608373535622457
13,mitsubishi,0.055378008216731466
13,japanese,0.0545369788378637
13,hike,0.04276083336966759
13,says,0.03578515985567092
13,bonds,0.026417672280482057
14,bullish,0.14175154529914416
14,bearish,0.11791202090072823
14,wall,0.09725329271007262
14,street,0.09526816228193152
14,analysts,0.07831580806391887
14,predicting,0.05066370319454667
14,sink,0.04708126488735706
14,stock,0.046243135888747455
14,ratings,0.03857046067316506
14,climb,0.03714799750350007
15,afternoon,0.2154767977673394
15,sector,0.20947945204215573
15,update,0.20677479992855916
15,financial,0.12721715960626506
15,late,0.06961313644097947
15,stocks,0.06510431511815332
15,advance,0.05897475371748377
15,monday,0.053613707283243446
15,friday,0.051248085699226856
15,thursday,0.04700095164964419
16,today,0.12304096897442478
16,nio,0.08725877699350418
16,stock,0.05351154957423128
16,shares,0.03723322398645641
16,trading,0.03391544262128771
16,soared,0.032524315308288566
16,monday,0.029748529825067014
16,trades,0.029621032199568836
16,falling,0.028100418073650452
16,fluence,0.027080037739973743
17,china,0.16712375296777673
17,yuan,0.06737030571629853
17,stimulus,0.047475132614207737
17,chinese,0.04309986407054129
17,pboc,0.03019982000037984
17,beijing,0.027999178508918036
17,consumer,0.027368148757436723
17,deflation,0.025166252809089292
17,trade,0.02501140713755939
17,unionpay,0.023747792035273763
18,mitsubishi,0.1450593473734022
18,ufg,0.1435691397811127
18,sterling,0.09263745033134269
18,england,0.059763201746682953
18,central,0.04836770409586414
18,policy,0.0439418059814525
18,says,0.03925078187625699
18,boe,0.03675290578823248
18,zealand,0.03339554466703493
18,political,0.03241491722497716
19,valuation,0.11145043336834033
19,assessing,0.1067956962666619
19,recent,0.1052801172619388
19,share,0.08634688286328648
19,pullback,0.06989659678617517
19,returns,0.06400864820303516
19,price,0.05998696473493668
19,check,0.04567378005447077
19,strong,0.045473195721030965
19,shareholder,0.04500731229640617
20,comments,0.23169942821647438
20,euro,0.21253362460156916
20,zloty,0.17033458711468008
20,czech,0.1604153086712605
20,hungary,0.1604153086712605
20,poland,0.15721718582110267
20,republic,0.15614003818845676
20,forint,0.1553121186621885
20,koruna,0.1553121186621885
20,franc,0.10839581540650348
21,dividend,0.21080126548557165
21,tsx,0.189176401815472
21,stocks,0.07505597471478533
21,consider,0.06980893578540466
21,watch,0.052653299433187174
21,yield,0.051975668609546374
21,yielding,0.05005647003637555
21,august,0.044478790131576774
21,september,0.041696731891683755
21,reliable,0.040981903969443866
22,equities,0.18941249665421336
22,receipts,0.18109672206431757
22,depositary,0.16456323331272604
22,traded,0.16099382447507976
22,european,0.1515319873903158
22,american,0.149190648288426
22,trading,0.14148945496695825
22,friday,0.06056591946272265
22,thursday,0.05170104681460861
22,tuesday,0.0454147351763785
23,profit,0.10579047697911595
23,2028,0.0715147244052863
23,net,0.04626155996945745
23,rises,0.04259518665937886
23,revenue,0.04027546746688623
23,income,0.039412427469031695
23,growth,0.03799350377379641
23,higher,0.03633054956543371
23,digit,0.034946338788693035
23,2026,0.0343551261160132
24,card,0.1888901968743312
24,credit,0.11433348442573167
24,trump,0.0921272341712358
24,cap,0.0890550562748312
24,cards,0.06050900338002647
24,rate,0.04031475093954092
24,rates,0.039509274100871516
24,10,0.03595037665627289
24,mastercard,0.032898508567887445
24,banks,0.027757734792086
25,press,0.13399006387460768
25,sanofi,0.13381069237137608
25,release,0.11287413668725998
25,disease,0.0650525616725561
25,approved,0.05098459087614424
25,earns,0.047673287864842886
25,designation,0.047673287864842886
25,eu,0.047585552301097234
25,type,0.042926616914642925
25,orphan,0.037974933726167275
26,loan,0.09671557596492747
26,debt,0.06734658014859506
26,chatter,0.0656692118086522
26,million,0.053864510810406316
26,centers,0.0515844553524416
26,data,0.050515697550020305
26,billion,0.04267409736027758
26,financing,0.03924735785200888
26,loans,0.035011231479650774
26,bridge,0.03370380642281581
27,buffett,0.19658802214747984
27,warren,0.1678515065781376
27,berkshire,0.1173225196924099
27,hathaway,0.10682589668295663
27,abel,0.0870409939093996
27,greg,0.07602806981683385
27,quot,0.051528719155092474
27,final,0.042603050193399494
27,373,0.029804738620960648
27,letter,0.029804738620960648
28,nvidia,0.1920398193739428
28,nvda,0.04298833192996092
28,broadcom,0.035140817897687554
28,ai,0.029163186141070215
28,meta,0.028112654318150045
28,rises,0.02690437515898372
28,blockbuster,0.023629233794707112
28,laffont,0.023629233794707112
28,philippe,0.023629233794707112
28,live,0.02212326218017901
29,tariff,0.11466928525204655
29,tariffs,0.10646312803974055
29,trump,0.09599145982675152
29,greenland,0.04624052801436854
29,supreme,0.04624052801436854
29,brazil,0.04526574083048696
29,trade,0.041543947255486144
29,court,0.03838852138494722
29,president,0.02564830325426318
29,punitive,0.025334027827816553
30,rally,0.17820452824492491
30,late,0.09757325420385658
30,consider,0.08911779036434637
30,year,0.05528166833281491
30,strong,0.05134332754841955
30,room,0.04497558955804842
30,2024,0.04497558955804842
30,multi,0.044901361059727
30,does,0.04419323683909046
30,surge,0.03626967489504629
31,micron,0.17258804704615427
31,memory,0.1100716012995986
31,mu,0.09417070640059598
31,sandisk,0.06551972442611144
31,micro,0.06524464886065967
31,technology,0.05179120934588802
31,dram,0.04367935832382164
31,smci,0.04367935832382164
31,super,0.03342613414360799
31,target,0.032794093784267606
32,zacks,0.28546219049331967
32,highlights,0.1581806437918662
32,blog,0.14509438353128903
32,highlighted,0.07965272249717076
32,bear,0.07358146510396618
32,featured,0.07046459924744372
32,bull,0.05721695508688581
32,day,0.05341513799700921
32,industry,0.05341513799700921
32,com,0.0518919218201729
33,buyback,0.14752394143622335
33,repurchase,0.11619427002422811
33,share,0.09699845852027236
33,accelerated,0.0853422026755401
33,programme,0.0667661854268479
33,enters,0.05810785245224763
33,billion,0.05727981520680116
33,35,0.05504824763615302
33,verisk,0.05428777166734947
33,announces,0.049702185007404316
34,better,0.3053831281974981
34,value,0.2733313394168037
34,vs,0.20202026485869767
34,option,0.16579124136564688
34,right,0.15830169898488444
34,bsac,0.07488344617711504
34,stock,0.07379555760923599
34,ibn,0.0684676267991356
34,bns,0.06154014856959487
34,nabzy,0.06154014856959487
35,highlights,0.1719130364970347
35,strategic,0.10209556649234161
35,record,0.09665177455354887
35,2025,0.08200347631475886
35,earnings,0.06214134725437563
35,corp,0.05378094995111982
35,sa,0.052112611038999446
35,profits,0.05042234382592541
35,q3,0.04990234379702709
35,growth,0.048955076011406085
36,500,0.15033553430757773
36,amp,0.09846395565231533
36,p500,0.07729307873263871
36,session,0.036144932897875806
36,worst,0.0313165305305941
36,outperforms,0.029804738620960648
36,200,0.026397566930792225
36,forecast,0.02575386381545173
36,asx,0.02486985855792131
36,record,0.02474440484893664
37,calls,0.14806511607648956
37,analyst,0.0863644430566789
37,downgraded,0.07925890958189959
37,research,0.07544855120740603
37,upgraded,0.07458563045194182
37,reports,0.07245685846070676
37,street,0.0633840595827367
37,wall,0.061110099921987834
37,mongodb,0.058840939613643305
37,initiated,0.058840939613643305
38,tsb,0.2653428393107148
38,sabadell,0.25346302728079895
38,takeover,0.12632052317857997
38,bbva,0.11000264881249494
38,bid,0.07615298096398242
38,unit,0.06949165001726146
38,bidders,0.055274242533417936
38,banco,0.05078445180295704
38,owner,0.04974733985517116
38,spanish,0.04778117594381303
39,canadian,0.1333940876005167
39,canada,0.11801673800695052
39,dollar,0.10009707107186726
39,boc,0.05380734890923134
39,cut,0.04369730896100899
39,says,0.04351669926490992
39,sees,0.04089677099859687
39,g10,0.03741483145881967
39,budget,0.03431355363414625
39,currencies,0.03348840383998461
40,ecb,0.13514995583272207
40,euro,0.1317848758750588
40,eurozone,0.12641886881934095
40,eur,0.05211242705386962
40,dollar,0.04199617214525124
40,decision,0.04000707849173179
40,pmi,0.036106716986631655
40,rate,0.034345151955534094
40,zone,0.031559221978669644
40,ahead,0.030870884973543986
41,private,0.1698812012964403
41,credit,0.14730454248994
41,redemptions,0.07448879469698742
41,withdrawals,0.05752212183464793
41,cliffwater,0.05170209760778888
41,caps,0.04360240680937005
41,limit,0.041800262534958416
41,cracks,0.037212024649487724
41,default,0.037212024649487724
41,mfs,0.037212024649487724
42,financing,0.13379106871697657
42,secures,0.10833448840559466
42,solar,0.10025438347506346
42,project,0.10025438347506346
42,closes,0.09326070345337484
42,energy,0.08612586238086722
42,projects,0.07829084108252873
42,million,0.06804732318065335
42,storage,0.06448639268057291
42,battery,0.06318602439229176
43,know,0.1284723983689613
43,attracting,0.10088877920480875
43,betting,0.07852227419175511
43,facts,0.07852227419175511
43,trending,0.0756983439744758
43,attention,0.0731431940242999
43,investor,0.060929450420856325
43,need,0.04990075731747936
43,investors,0.046320164992261624
43,heavily,0.04231170026343762
44,wealth,0.12190548049907915
44,billionaires,0.08171531955565037
44,management,0.07338028528807168
44,401,0.05648044229728748
44,women,0.05521257076342512
44,world,0.04162073229233168
44,people,0.04140942807256884
44,retirement,0.04140942807256884
44,shuffle,0.040822146443841016
44,paycheck,0.040822146443841016
45,52,0.16957141510198515
45,high,0.11328276722550373
45,hits,0.10972625767810465
45,time,0.09793589676030434
45,usd,0.08373104009761237
45,sofi,0.08292359774141549
45,week,0.06956609684117471
45,touches,0.05807152384334151
45,stock,0.05148527275062976
45,buy,0.045748362191361
46,ceo,0.12541568982788268
46,jamie,0.06611231891596771
46,dimon,0.06183284118378755
46,pay,0.05047421483186921
46,ceos,0.047862746658641014
46,mason,0.04128428395075242
46,smells,0.04128428395075242
46,semafor,0.0382400420042514
46,received,0.036084695319007175
46,2008,0.034416398641942306
47,fed,0.08718083785634106
47,cut,0.08104968038348763
47,bets,0.08027057812407311
47,rate,0.0788377351706578
47,dollar,0.07497801441083997
47,treasuries,0.05604912486590126
47,bond,0.04443240869234825
47,decision,0.03443791131532595
47,inflation,0.03420444289867286
47,minutes,0.03103352824565095
48,workforce,0.17652035600119959
48,jobs,0.12997136254483635
48,job,0.10043597771646368
48,000,0.08201053415211428
48,cuts,0.08132817769353567
48,efficiency,0.05907422858043685
48,restructuring,0.055032988986834765
48,staff,0.05360504461739899
48,plans,0.051021175361647915
48,axe,0.05041629146059628
49,ipo,0.27787485447153626
49,files,0.05746312219060952
49,listings,0.0501663917382506
49,backed,0.03949470959942511
49,ackman,0.036106716986631655
49,bitgo,0.036106716986631655
49,212,0.036106716986631655
49,confidentially,0.036106716986631655
49,8m,0.031559221978669644
49,crypto,0.031384945321022845
50,cramer,0.3794307787503931
50,jim,0.3685898993575248
50,crwd,0.06408977786212441
50,doing,0.059271348716137824
50,discusses,0.059271348716137824
50,crowdstrike,0.05866457509863358
50,banco,0.057709604321542096
50,botín,0.04520799688822063
50,ana,0.04520799688822063
50,think,0.03859729722161621
51,canadians,0.15616377726447017
51,poll,0.098245726779807
51,survey,0.08044432165312633
51,finds,0.0683216525532057
51,home,0.06218317937112895
51,holiday,0.049914978516794745
51,want,0.04540763970456372
51,local,0.039760588917052885
51,gen,0.039760588917052885
51,housing,0.03478911198573181
52,penny,0.39687647822948247
52,uk,0.23399556118224024
52,promising,0.18408450421590858
52,caps,0.11294367931237707
52,picks,0.07370719991857858
52,stocks,0.07261180934660065
52,watch,0.05682845093009189
52,consider,0.053817461508571876
52,200m,0.05124358890738141
52,discovering,0.04819530945792684
53,making,0.21976393073597417
53,biggest,0.21059144815072273
53,moves,0.15065638866462475
53,midday,0.1281956262626516
53,premarket,0.09884175584794838
53,movers,0.0615465327088655
53,amp,0.05060883586060047
53,hims,0.05054881951383341
53,stocks,0.047420986203241276
53,delta,0.04198187136378865
54,bell,0.18665554852955818
54,pre,0.14646449748851917
54,exchange,0.1430423877172145
54,funds,0.1086125545812957
54,futures,0.1081724348085055
54,equity,0.10257802983240039
54,traded,0.10238141556453062
54,higher,0.05174350998713287
54,wednesday,0.04182053290001032
54,releases,0.04137803766086793
55,bnp,0.2640709340517256
55,enxtpa,0.21085600493053408
55,share,0.061726291785627864
55,valuation,0.06042808724372816
55,assessing,0.04865907806089249
55,price,0.040997584664623936
55,strong,0.0383908062805228
55,cvc,0.038384890648206896
55,gle,0.038384890648206896
55,slm,0.03622137977097311
56,dividend,0.26350158185696454
56,right,0.17658299196442914
56,great,0.16031655805083872
56,portfolio,0.1060187690997254
56,stock,0.07110503690420308
56,sa,0.05518653463945655
56,corporation,0.05379699421155084
56,groep,0.04809496741525162
56,banco,0.04505072337359092
56,annaly,0.03974972465609727
57,news,0.06516548396074731
57,2026,0.05807080258570864
57,jan,0.05422981203718219
57,market,0.04876940602308277
57,wall,0.04675639072599645
57,2030f,0.04594343840751253
57,2035f,0.04594343840751253
57,street,0.04580200109708246
57,2020,0.044348349176712834
57,crash,0.04296950064782439
58,notes,0.20858616065733868
58,senior,0.1850491353462279
58,floating,0.08937656134747474
58,announces,0.0747409640838617
58,offering,0.07349356607312128
58,redemption,0.07099723063256438
58,successfully,0.07049875564833685
58,fixed,0.06725894983908151
58,800,0.057901375079481905
58,2027,0.057418419626627255
59,indexes,0.17346337884138435
59,equity,0.10502742157136416
59,print,0.07271820729685857
59,fall,0.06180209606634732
59,index,0.05548994738437001
59,wsj,0.04996130564467141
59,mixed,0.04161661015166256
59,divergent,0.04159823287813457
59,parse,0.04159823287813457
59,producer,0.04159823287813457
60,conference,0.2674005633663595
60,speak,0.18213355919967006
60,43rd,0.11231952758761961
60,annual,0.11112549527794735
60,participate,0.09804727922941826
60,industrial,0.09334028806299012
60,services,0.09251461905957742
60,select,0.08741888653860422
60,present,0.07564240666984674
60,conferences,0.07065845511973079
61,dividend,0.18934245402895655
61,declares,0.13639687521725194
61,common,0.1023884361447632
61,increasing,0.10126648993644607
61,dividends,0.0834075498143937
61,53,0.07594986745233455
61,13,0.07457521698707484
61,ca,0.07358848613938787
61,54,0.07358848613938787
61,stress,0.06375820587067062
62,momentum,0.23476166597445502
62,great,0.14199466570217145
62,buy,0.10377409097081172
62,instead,0.08530113292959388
62,makes,0.08339346378336751
62,reasons,0.08108977786967703
62,stock,0.06963996059436373
62,strong,0.06435030386068583
62,corporation,0.05956095787707414
62,bros,0.05539187943797895
63,inga,0.2724077479324659
63,enxtam,0.24970710227142706
63,groep,0.1768285630935281
63,buyback,0.0484299407157509
63,share,0.0422534339621584
63,ams,0.04097503837808761
63,6b,0.03581439797579364
63,special,0.03280854777665064
63,assessing,0.03207489789781677
63,valuation,0.03163188704364356
64,neutral,0.16798915667020206
64,downgrades,0.14738534008096446
64,cibc,0.1250850874214977
64,pt,0.11631711099108695
64,outperform,0.0857102784955966
64,downgraded,0.08077009194736644
64,bmo,0.07271761648093358
64,reward,0.05396654224919948
64,balanced,0.05396654224919948
64,raises,0.05100904998463704
65,sanofi,0.20268830499791207
65,enxtpa,0.16740324797903752
65,phase,0.05356444012059042
65,valuation,0.05020314582921207
65,exploring,0.04914468563844915
65,share,0.04642661262508763
65,belén,0.045021955748762936
65,garijo,0.045021955748762936
65,recent,0.044027317379159034
65,amlitelimab,0.03935162246723005
66,suisse,0.2206187830109025
66,swx,0.16870848112598427
66,ubsg,0.16870848112598427
66,integration,0.13223424093171474
66,credit,0.07896054304640927
66,group,0.06970317055228112
66,priced,0.05325912213273423
66,fairly,0.04897153615652459
66,migration,0.04224067662914823
66,ultra,0.03521368973017263
67,insider,0.3041730797767127
67,ownership,0.2617139203111104
67,european,0.15753470379901427
67,companies,0.1428320719182706
67,growth,0.11214507635647153
67,high,0.09541634613708244
67,september,0.08460206470776414
67,expecting,0.05285186109637387
67,undervalued,0.04871292821809357
67,2025,0.047913549090087944
68,transcript,0.34841624877941313
68,q4,0.14232359545424825
68,hotels,0.10311892572796642
68,chh,0.09268546766274348
68,earnings,0.08202591940072541
68,2025,0.08063499724917239
68,highlights,0.07595564450371624
68,choice,0.05617832397797154
68,q2,0.053223034473373426
68,eastman,0.03756833732740901
69,iran,0.23833700185684137
69,war,0.1573022502638709
69,conflict,0.05731264903930161
69,glad,0.05497655902989644
69,safety,0.045830882613641766
69,woes,0.0440195088259584
69,firms,0.03436958560035267
69,shifted,0.030960840812538075
69,pushing,0.030960840812538075
69,reacts,0.030960840812538075
70,overweight,0.26010004610454757
70,keeps,0.15145664581822713
70,weight,0.14897391250271388
70,equal,0.14379431217319597
70,rating,0.13202662867898438
70,gitlab,0.05850446656122669
70,gtlb,0.05850446656122669
70,wynn,0.05850446656122669
70,ppl,0.05850446656122669
70,maintains,0.05839634455232054
71,bme,0.25246618161657824
71,banco,0.13258598967544163
71,evaluating,0.06111829985550982
71,kepler,0.057723706583004505
71,valuation,0.05543365858843864
71,cheuvreux,0.046161752096832875
71,assessing,0.045168764444710324
71,recent,0.03869308543629528
71,sap,0.03696152850787224
71,profits,0.03492180413260295
72,treasury,0.3239868433088042
72,yields,0.25855161402001725
72,speech,0.06710914214042259
72,miran,0.05788537167698091
72,seen,0.05777839381631715
72,yield,0.055000707523329494
72,10,0.05114633245630828
72,awaited,0.05059494317215291
72,flight,0.048255797037643974
72,safety,0.048255797037643974
73,stab,0.4497835490475274
73,primary,0.320458686875253
73,issues,0.3002574869518149
73,notice,0.2903418930614085
73,post,0.1293198059285453
73,new,0.09497864480640555
73,spa,0.0684365801278572
73,maticmind,0.05277922464128448
73,zenita,0.05277922464128448
73,holdco,0.047501800208930786
74,best,0.26824024430718524
74,january,0.14514679879969383
74,buy,0.13267920306770448
74,income,0.10150049813942409
74,21st,0.09370218123405526
74,stocks,0.08467233247437506
74,value,0.08407576691899193
74,19th,0.0749338030612972
74,20th,0.0749338030612972
74,2nd,0.05999919353675151
75,ai,0.07426082477672327
75,story,0.07255057625330298
75,shifting,0.06883311750337927
75,hopes,0.06524715575826995
75,amzn,0.05341391619735196
75,cloud,0.051349806170154465
75,rewriting,0.051349806170154465
75,investment,0.049062004544319235
75,amazon,0.046362671377321224
75,wday,0.04447290750792436
76,fraud,0.10639296164731393
76,scandal,0.08220538313665518
76,accused,0.06080230426743142
76,fake,0.06080230426743142
76,scams,0.06080230426743142
76,lawsuit,0.057849595330237646
76,shadow,0.05461900971234567
76,steal,0.04862371220866396
76,rigging,0.04862371220866396
76,libor,0.04503827169389609
77,rating,0.2009568103962681
77,reaffirms,0.10753611166132218
77,buy,0.09385253705370569
77,need,0.06556727414971125
77,a1,0.06360660027296158
77,he1,0.06360660027296158
77,pics,0.06360660027296158
77,upgrade,0.062212404327652744
77,tjx,0.05092954800212628
77,know,0.04823050171326453
78,watch,0.2664383826739592
78,recap,0.0959209526919128
78,stocks,0.0744708466340889
78,wednesday,0.07126046053530158
78,fedex,0.07007406434925048
78,cracker,0.06590563401776742
78,aviva,0.06590563401776742
78,fannie,0.06104585018750977
78,hinge,0.06104585018750977
78,mae,0.057605085900824714
79,northern,0.3563084318182522
79,trust,0.29692532592455123
79,merger,0.15081303061123288
79,discuss,0.10729818400134955
79,talks,0.07437209408090757
79,potential,0.07319687907071912
79,committed,0.06435491321734936
79,approached,0.06435491321734936
79,takeover,0.05572964257878528
79,held,0.04819324386383441
80,advisory,0.2603598751922037
80,media,0.25434169720375516
80,present,0.14418223994346374
80,executive,0.12316867667014773
80,conference,0.09556745486508975
80,group,0.09472778301236548
80,release,0.07261338467036443
80,quarter,0.07067446782689181
80,bank,0.06280112431227165
80,scotiabank,0.06168931166454733
81,watch,0.16024917218796098
81,week,0.10056837912908953
81,big,0.09551483270854605
81,cpi,0.07872302753128167
81,data,0.06964783164250422
81,fed,0.06671229331615665
81,tech,0.0630434141363626
81,jobs,0.05895440148877401
81,earnings,0.053426581281910614
81,speakers,0.05196980575835272
82,banks,0.09596245456692588
82,gainers,0.059223023637108525
82,wrap,0.05320033413540162
82,units,0.05320033413540162
82,big,0.051873462864145424
82,recession,0.05035625403452632
82,losers,0.048042107027915365
82,winning,0.048042107027915365
82,coinbase,0.04702934112258386
82,financials,0.04101315687616233
83,tesla,0.22729448977535796
83,ev,0.09500844842351962
83,automaker,0.08539559941960635
83,gm,0.0569303996130709
83,rises,0.049986860748834114
83,elon,0.04921282166497596
83,motors,0.04921282166497596
83,stellantis,0.04921282166497596
83,reinstates,0.04750422421175981
83,musk,0.04602725537557219
84,charter,0.1519358601799382
84,zero,0.13924191816969025
84,national,0.08807333102014231
84,catastrophe,0.08351400951869764
84,conditional,0.08351400951869764
84,alliance,0.07974653140651
84,bank,0.07658381380828548
84,net,0.07587501220726718
84,banking,0.07182090480499978
84,security,0.06686933020126504
85,quarter,0.2954747637349495
85,results,0.2366908919651758
85,fourth,0.1668662077385754
85,reports,0.15469439478525548
85,2025,0.12295171068158932
85,announce,0.11305037247058151
85,second,0.11281112015789196
85,poaches,0.04520799688822063
85,dates,0.04187442616168025
85,applied,0.04187442616168025
86,swiss,0.2298773817046234
86,rules,0.13208852826953105
86,switzerland,0.12062786474892064
86,capital,0.1155168307604063
86,lawmakers,0.10618039098625116
86,compromise,0.08693131145033546
86,rule,0.07237671884935237
86,proposed,0.06880344788942293
86,shares,0.05317957446146401
86,alternatives,0.049653645193041517
87,facts,0.27301590718979474
87,broader,0.16570220344694558
87,market,0.1072926932507821
87,exceeds,0.09350713886281532
87,knowing,0.09350713886281532
87,know,0.08862869972950321
87,note,0.08618441146278093
87,fell,0.08173029281655472
87,important,0.08173029281655472
87,lags,0.06468700228920105
88,lilly,0.25659527317959235
88,eli,0.23013263478126555
88,obesity,0.16261061364794704
88,lly,0.13938052598395462
88,novo,0.10162753409751327
88,nordisk,0.08521827605842917
88,zepbound,0.060111732126095566
88,drugs,0.060111732126095566
88,glp,0.05567918203915726
88,wegovy,0.05567918203915726
89,voting,0.4102425568487011
89,rights,0.32271666505476637
89,shares,0.13724655557051452
89,31,0.13216274695032687
89,2025,0.08446074529384115
89,activism,0.0798564616565649
89,30,0.07449332528633089
89,july,0.06469728958532928
89,proxy,0.05660484030158433
89,november,0.05524364429077753
90,tickers,0.3862318154740755
90,trending,0.34872066852510314
90,nvidia,0.09328552976483041
90,c3,0.0787074478197798
90,martin,0.07660158547051794
90,bitmine,0.07290367720234979
90,aston,0.07290367720234979
90,softbank,0.06083274755174998
90,exxon,0.05894137738742338
90,nordisk,0.05579038216774859
91,netflix,0.2760244687980851
91,warner,0.21170291658283977
91,nflx,0.1531447946917084
91,paramount,0.12251583575336672
91,bros,0.0813447180557733
91,wbd,0.07650584088775798
91,bid,0.06276344584943606
91,deal,0.0613293406029793
91,resumes,0.06125791787668336
91,losing,0.057292667530432516
92,news,0.17619323079302895
92,document,0.10658510810537705
92,enregistrement,0.09193559031049908
92,universel,0.09193559031049908
92,containing,0.08515639605988756
92,dec,0.0736124559358464
92,filing,0.0651669169858576
92,jan,0.0651669169858576
92,french,0.05852546562606616
92,2025,0.05556361154984988
93,attractive,0.12831732681282015
93,share,0.12632357388686632
93,run,0.11761168366283058
93,year,0.09952212794252314
93,priced,0.0855448845418801
93,price,0.08390203373225363
93,strong,0.06983753907361254
93,multi,0.06870952459837294
93,fairly,0.06554846441622672
93,performance,0.06485090845549354
94,ftse,0.29770690053632537
94,100,0.21076616012928873
94,live,0.12542535170721894
94,london,0.057921269906912154
94,open,0.042226875405239284
94,uk,0.03496839525238218
94,banks,0.034272305202473534
94,5yr,0.03143473123313815
94,cascade,0.03143473123313815
94,cheer,0.03143473123313815
95,contract,0.34800761788403745
95,liquidity,0.33043856895664886
95,half,0.23348933158995272
95,statement,0.13499106975927988
95,implementation,0.10000274142559165
95,december,0.0871358249373162
95,june,0.081934613400273
95,year,0.07742428703423264
95,situation,0.07197588978256178
95,darty,0.07197588978256178
96,stabilization,0.4539859920306802
96,notice,0.4071855696777736
96,stab,0.2888242187863721
96,pre,0.2857968107515105
96,correction,0.12345067107712457
96,holdco,0.11896103008845275
96,spa,0.1142593337786833
96,alstria,0.08811835766197061
96,cgm,0.08811835766197061
96,cma,0.07930735339230184
97,canada,0.18717040554084785
97,deficit,0.14373423608512018
97,manufacturing,0.11337519183212066
97,merchandise,0.11184145332791696
97,expected,0.09536644655659071
97,surplus,0.09311624647285101
97,sales,0.08433969157422506
97,trade,0.07950994690045195
